Rank,Name,Race,Class,Guild,Faction,Realm,Region,Zone,Spec,SimDPS
1160,Empty,Troll,Warlock,Immune,Horde,Sanguino,EU,ES,Affliction,12590.30
1161,Zice,Blood Elf,Rogue,Nothing Personal,Horde,Bleeding Hollow,US,,Subtlety,12589.80
1162,Gobeklimarul,Blood Elf,Rogue,Guernica,Horde,Twisting Nether,EU,,Outlaw,12589.70
1163,Totev,Blood Elf,Monk,False,Horde,Twisting Nether,EU,,Windwalker,12589.40
1164,Котяврище,Dwarf,Rogue,Депо,Alliance,Страж смерти,EU,RU,Subtlety,12588.80
1165,Karumba,Orc,Hunter,Ex Elysium,Horde,Kult der Verdammten,EU,DE,Survival,12588.80
1166,Erikzwurgel,Undead,Rogue,predicted,Horde,Blackmoore,EU,DE,Subtlety,12588.50
1167,Red,Blood Elf,Rogue,When Yer Ready Paul,Horde,Frostwhisper,EU,,Outlaw,12588.50
1168,Supersurge,Human,Rogue,Godless,Alliance,Lightbringer,EU,,Subtlety,12588.20
1169,Sësrïx,Human,Rogue,RebelYell,Alliance,Antonidas,EU,DE,Subtlety,12587.80
1170,Banjoqt,Blood Elf,Paladin,TBA,Horde,Twisting Nether,EU,,Retribution,12587.30
1171,Jordon,Undead,Rogue,Antisocial Elitists,Horde,Draenor,EU,,Subtlety,12586.80
1172,Riverfang,Human,Rogue,Fatal,Alliance,Proudmoore,US,,Subtlety,12586.60
1173,Mcmambo,Blood Elf,Demon Hunter, ,Horde,Bleeding Hollow,US,,Havoc,12586.50
1174,Saresi,Void Elf,Rogue,Phoenix,Alliance,Silvermoon,EU,,Subtlety,12585.90
1175,Shadouken,Pandaren,Monk,Flawless,Horde,Frostwolf,EU,DE,Windwalker,12585.90
1176,Jaxel,Blood Elf,Rogue,Divinum,Horde,Anetheron,EU,DE,Subtlety,12585.80
1177,Khørne,Night Elf,Demon Hunter,Adrenaline,Alliance,Dun Modr,EU,ES,Havoc,12585.70
1178,Brianhunt,Orc,Hunter,Mou Tang Clan,Horde,Illidan,US,,Beast Mastery,12584.90
1179,Upyourarse,Undead,Rogue,Undaunted,Horde,Ner'zhul,US,,Subtlety,12584.90
1180,Oochie,Blood Elf,Paladin,The Shadow Legion,Horde,Draenor,EU,,Retribution,12584.90
1181,Донслип,Human,Rogue,Чайный Клуб,Alliance,Гордунни,EU,RU,Subtlety,12584.80
1182,Keldorís,Troll,Warlock,Invalid Target,Horde,Ragnaros,EU,,Affliction,12584.40
1183,Luhmina,Blood Elf,Rogue,genuine,Horde,Blackrock,EU,DE,Subtlety,12584.20
1184,Kattlådaxd,Troll,Warlock,Familiar with Drama,Horde,Twisting Nether,EU,,Affliction,12583.70
1185,Блоувин,Void Elf,Rogue,Корпорация Зла,Alliance,Гордунни,EU,RU,Subtlety,12583.70
1186,Abyat,Orc,Rogue,Yoshi City,Horde,Stormscale,EU,,Subtlety,12583.60
1187,Valuur,Blood Elf,Rogue,Crew,Horde,Tarren Mill,EU,,Subtlety,12583.40
1188,Zikzz,Blood Elf,Demon Hunter,NA OMEGALUL,Horde,Tichondrius,US,,Havoc,12582.50
1189,Toxin,Blood Elf,Rogue,Eminent,Horde,Coilfang,US,,Outlaw,12582.30
1190,Cuppa,Gnome,Rogue, ,Alliance,Kil'Jaeden,US,,Outlaw,12582.10
1191,Fubguns,Orc,Rogue,Jaded,Horde,Mal'Ganis,US,,Subtlety,12581.90
1192,Hikz,Blood Elf,Monk,Devotion,Horde,Tarren Mill,EU,,Windwalker,12581.60
1193,Bumstalk,Human,Rogue,Friendly Banter,Alliance,Stormrage,US,,Subtlety,12581.50
1194,Finejeez,Undead,Rogue, ,Horde,Tichondrius,US,,Subtlety,12581.40
1195,Keerandyer,Blood Elf,Rogue,VOX NIHILI,Horde,Blackhand,EU,DE,Outlaw,12581.20
1196,Драуглир,Undead,Rogue,Зов Саргераса,Horde,Ревущий фьорд,EU,RU,Outlaw,12581.20
1197,Sneekichu,Blood Elf,Rogue,Rigged,Horde,Thrall,US,,Outlaw,12580.90
1198,Норвинус,Human,Rogue,Сальтаре Ин Тенебрис,Alliance,Гордунни,EU,RU,Subtlety,12580.30
1199,Emotezz,Blood Elf,Rogue, ,Horde,Draenor,EU,,Outlaw,12580.20
1200,Sapkillol,Blood Elf,Rogue,Wheelchair Hijackers,Horde,Stormscale,EU,,Outlaw,12579.80
1201,Atlai,Pandaren,Monk,Advance,Horde,Blackhand,EU,DE,Windwalker,12579.60
1202,Hollyday,Human,Rogue,The Hidden Circle,Alliance,Bloodhoof,EU,,Outlaw,12579.10
1203,Resaff,Troll,Warlock,Revelations Reborn,Horde,Tarren Mill,EU,,Affliction,12578.70
1204,Ralh,Orc,Warlock,Rise,Horde,Zul'jin,US,,Affliction,12578.10
1205,Casual,Orc,Monk,Insomnia,Horde,Kazzak,EU,,Windwalker,12578.10
1206,Elvenmystery,Blood Elf,Rogue,The Hex Pistols,Horde,Dentarg,EU,,Subtlety,12577.60
1207,Dardeya,Human,Rogue,PWNY Express,Alliance,Arthas,EU,DE,Subtlety,12577.50
1208,Lamanivelle,Orc,Rogue,Kitten Cannon,Horde,Hyjal,EU,FR,Outlaw,12577.20
1209,Uncleburban,Blood Elf,Rogue,Shots Fired,Horde,Shattered Hand,US,,Outlaw,12576.80
1210,Pìckkífy,Blood Elf,Rogue,Exposed,Horde,Drak'thul,EU,,Subtlety,12576.80
1211,Numinous,Tauren,Hunter,GoodGame,Horde,Tarren Mill,EU,,Survival,12576.80
1212,Kleftisrouge,Blood Elf,Rogue,Wizards and Monkeys,Horde,Thrall,US,,Subtlety,12576.60
1213,Latè,Blood Elf,Rogue,friendly of feelings,Horde,Draenor,EU,,Outlaw,12576.30
1214,Stunkei,Undead,Rogue, ,Horde,Thaurissan,OC,,Outlaw,12575.90
1215,Crex,Blood Elf,Rogue,Fade,Horde,Stormreaver,EU,,Outlaw,12575.80
1216,Iverîna,Blood Elf,Hunter,Happy Lil Clouds,Horde,Blackrock,EU,DE,Beast Mastery,12575.80
1217,Yeezyswift,Void Elf,Monk,Aesthetic Wipes,Alliance,Silvermoon,EU,,Windwalker,12575.60
1218,Arrakëëna,Night Elf,Demon Hunter,Hegemony,Alliance,Conseil des Ombres,EU,FR,Havoc,12575.40
1219,Queleidos,Blood Elf,Rogue,The Lemmings,Horde,Frostwolf,EU,DE,Subtlety,12575.30
1220,Имунити,Blood Elf,Rogue,Рассвет,Horde,Ясеневый лес,EU,RU,Outlaw,12575.10
1221,Nightshades,Blood Elf,Rogue,KARTOFFELFABRIK,Horde,Blackrock,EU,DE,Subtlety,12574.90
1222,Кобаленин,Night Elf,Demon Hunter,Всё сложно,Alliance,Гордунни,EU,RU,Havoc,12574.70
1223,Amnesýs,Undead,Rogue,Uncrowned,Horde,Dalaran,EU,FR,Subtlety,12574.50
1224,Hashtag,Human,Rogue,sorry champ,Alliance,Frostmourne,OC,,Subtlety,12574.50
1225,Kerso,Blood Elf,Demon Hunter, ,Horde,Eredar,EU,DE,Havoc,12573.90
1226,Kerzo,Blood Elf,Demon Hunter,Chains of Perdition,Horde,Frostwolf,EU,DE,Havoc,12573.90
1227,Nyandaliie,Blood Elf,Rogue,Happy Lil Clouds,Horde,Blackrock,EU,DE,Outlaw,12573.70
1228,Senedea,Orc,Rogue, ,Horde,Tarren Mill,EU,,Outlaw,12573.20
1229,Azpctx,Pandaren,Rogue,Defenders of Valor,Alliance,Ravencrest,EU,,Outlaw,12572.90
1230,Grugdug,Orc,Hunter,Necessary Evil,Horde,Eredar,EU,DE,Beast Mastery,12571.80
1231,Pinnekjøtt,Orc,Monk,DoYouEvenMittix,Horde,Xavius,EU,,Windwalker,12571.30
1232,Flably,Blood Elf,Demon Hunter,Primal,Horde,Kazzak,EU,,Havoc,12571.30
1233,Aexie,Orc,Rogue,Cryptic,Horde,Illidan,US,,Outlaw,12571.10
1234,Layneey,Human,Paladin,Reload,Alliance,Dalaran,US,,Retribution,12569.80
1235,Шанхаиская,Blood Elf,Rogue,Центр аналитики ло..,Horde,Свежеватель Душ,EU,RU,Outlaw,12569.50
1236,Blamania,Human,Monk,Unconquered Moose,Alliance,Sargeras,US,,Windwalker,12569.50
1237,Moonsept,Dwarf,Rogue,Ash,Alliance,Kirin Tor,EU,FR,Subtlety,12569.50
1238,Nixif,Orc,Rogue,Operation Endeavor,Horde,Kazzak,EU,,Subtlety,12568.70
1239,Imdal,Blood Elf,Rogue,PugLife,Horde,Hyjal,EU,FR,Outlaw,12567.90
1240,Trendyroxy,Blood Elf,Monk,Rage Bears,Horde,Thrall,EU,DE,Windwalker,12567.30
1241,Ravendra,Void Elf,Rogue,Bear Force One,Alliance,Grim Batol,EU,,Outlaw,12567.20
1242,Regale,Troll,Hunter,ComeBack,Horde,Archimonde,EU,FR,Survival,12566.90
1242,Alzaon,Dwarf,Rogue,Distortion,Alliance,Caelestrasz,OC,,Outlaw,12566.90
1244,Räzör,Blood Elf,Rogue,Link Curve,Horde,Archimonde,EU,FR,Subtlety,12566.70
1245,Jsx,Orc,Hunter,The Wooly Mammoth,Horde,Barthilas,OC,,Survival,12566.70
1246,Kochana,Human,Monk,GROM,Alliance,Defias Brotherhood,EU,,Windwalker,12565.50
1247,Tommybroski,Orc,Warlock,PIZZA TIME,Horde,Mal'Ganis,US,,Affliction,12565.50
1248,Mantos,Pandaren,Monk,Rédemptïon,Horde,Illidan,EU,FR,Windwalker,12565.30
1249,Phòbòs,Troll,Warlock,Ex Deus,Horde,Ragnaros,EU,,Affliction,12565.30
1250,Talorian,Blood Elf,Rogue, ,Horde,Twisting Nether,US,,Outlaw,12564.90
1251,Naberus,Void Elf,Warlock,Depthcore,Alliance,Ravencrest,EU,,Affliction,12564.80
1252,Startawar,Blood Elf,Paladin, ,Horde,Coilfang,US,,Retribution,12564.40
1253,Babybrain,Troll,Warlock,Narcosis,Horde,Illidan,US,,Affliction,12563.80
1254,Acalin,Pandaren,Rogue,Renegades,Horde,Trollbane,US,,Subtlety,12563.30
1255,Krz,Blood Elf,Rogue,Trollhaufen,Horde,Gul'dan,EU,DE,Outlaw,12563.20
1256,Stargazin,Blood Elf,Rogue,Nerds of Norway,Horde,Tarren Mill,EU,,Outlaw,12562.50
1257,Smørrebrød,Goblin,Rogue,Cronopios,Horde,Die Todeskrallen,EU,DE,Outlaw,12562.20
1258,Zellis,Blood Elf,Rogue,Dishonoured,Horde,Tarren Mill,EU,,Outlaw,12562.10
1259,Arinava,Troll,Mage,KARTOFFELFABRIK,Horde,Blackrock,EU,DE,Arcane,12561.50
1260,Stêta,Human,Rogue,P G,Alliance,Ravencrest,EU,,Outlaw,12560.70
1261,Dankadin,Blood Elf,Paladin,Cincinnati Zoo,Horde,Shattered Hand,EU,,Retribution,12560.40
1262,Notzak,Blood Elf,Rogue,Heralds,Horde,Wyrmrest Accord,US,,Outlaw,12560.20
1263,Ehmehzing,Blood Elf,Paladin, ,Horde,Mal'Ganis,US,,Retribution,12560.20
1264,Jaho,Goblin,Rogue,Barbarzyncy,Horde,Burning Legion,EU,,Outlaw,12559.90
1265,Camx,Void Elf,Rogue,Gulch Trotters,Alliance,Frostmourne,OC,,Outlaw,12559.80
1265,Seauris,Blood Elf,Demon Hunter,The Datacore,Horde,Tichondrius,EU,DE,Havoc,12559.80
1267,Meiner,Blood Elf,Hunter,Lagom,Horde,Kazzak,EU,,Survival,12559.60
1268,Smeky,Blood Elf,Rogue,Duality,Horde,Drak'thul,EU,,Outlaw,12559.40
1269,Illidanlol,Night Elf,Demon Hunter,HarterFurzWeicherK..,Alliance,Blackmoore,EU,DE,Havoc,12559.40
1270,Taoishi,Pandaren,Monk,Loyalty,Horde,C'thun,EU,ES,Windwalker,12559.30
1271,Foreignye,Troll,Warlock,Yoshi City,Horde,Stormscale,EU,,Affliction,12558.20
1272,Wzi,Troll,Warlock,Dark Substance,Horde,Kazzak,EU,,Affliction,12558.10
1273,Noonzy,Troll,Warlock,Integrity,Horde,Eredar,EU,DE,Affliction,12557.90
1274,Perkulatôr,Blood Elf,Rogue,Biggie Chief and D..,Horde,Area 52,US,,Subtlety,12557.70
1275,Скубапорн,Blood Elf,Rogue,Крылья Свободы,Horde,Ревущий фьорд,EU,RU,Subtlety,12557.60
1276,Лисептим,Undead,Warlock, ,Horde,Ревущий фьорд,EU,RU,Affliction,12557.50
1277,Cultroo,Undead,Rogue,Autumn,Horde,Kil'Jaeden,US,,Subtlety,12557.40
1278,Falcc,Void Elf,Rogue,Fight,Alliance,Stormrage,US,,Subtlety,12557.30
1279,Skeeyeet,Human,Rogue,Distinctly Average,Alliance,Silvermoon,EU,,Outlaw,12556.80
1280,Ianteth,Void Elf,Rogue,Sephuzs Secret,Alliance,Argent Dawn,EU,,Subtlety,12556.70
1281,Vhäx,Blood Elf,Rogue,Allusion,Horde,Area 52,US,,Subtlety,12556.30
1282,Yunrei,Blood Elf,Rogue, ,Horde,Darksorrow,EU,,Subtlety,12556.20
1283,Uniox,Undead,Rogue,Apex,Horde,Twisting Nether,EU,,Outlaw,12556.20
1284,Kazuôö,Troll,Rogue,Moo Tang,Horde,Illidan,EU,FR,Subtlety,12555.70
1285,Angelultra,Undead,Rogue,Nurfed,Horde,Tichondrius,US,,Outlaw,12555.50
1286,Flok,Orc,Rogue, ,Horde,Sanguino,EU,ES,Outlaw,12554.60
1287,Kàze,Blood Elf,Monk,SunSet,Horde,Elune,EU,FR,Windwalker,12554.50
1288,Навион,Dwarf,Rogue,Рубль идёт вверх,Alliance,Черный Шрам,EU,RU,Subtlety,12554.40
1289,Cönundrum,Blood Elf,Rogue,Happy Mask Salesmen,Horde,Area 52,US,,Subtlety,12554.20
1290,Ipu,Troll,Rogue,Overcoming,Horde,Azralon,US,BR,Subtlety,12553.90
1291,Lagun,Orc,Rogue,Mou Tang Clan,Horde,Illidan,US,,Outlaw,12553.90
1292,Heidlyn,Blood Elf,Rogue,Slackers,Horde,Twisting Nether,EU,,Outlaw,12553.80
1293,Erithreâ,Blood Elf,Rogue,a guild apart,Horde,Blackrock,EU,DE,Outlaw,12553.80
1294,Troxii,Void Elf,Rogue,FireShroud,Alliance,Khadgar,EU,,Outlaw,12553.70
1295,Øcehl,Human,Rogue,les survivants,Alliance,Chants éternels,EU,FR,Outlaw,12553.70
1296,Minarix,Blood Elf,Rogue,Invalid Target,Horde,Ragnaros,EU,,Outlaw,12553.10
1297,Yinzen,Blood Elf,Rogue,Slack,Horde,Stormreaver,EU,,Subtlety,12552.90
1298,Bawners,Blood Elf,Rogue,Rigged,Horde,Thrall,US,,Subtlety,12552.90
1299,Vaanquished,Undead,Rogue, ,Horde,Draenor,EU,,Outlaw,12552.80
1300,Kagerryu,Troll,Hunter, ,Horde,Illidan,US,,Survival,12552.70
1301,Baddragón,Undead,Rogue,Solidarity Gaming,Horde,Emerald Dream,US,,Outlaw,12552.50
1302,Bobbÿ,Dwarf,Mage,BIG CITY LIFE,Alliance,Terokkar,EU,,Arcane,12552.50
1303,Хохотунн,Goblin,Rogue,Рассвет,Horde,Ясеневый лес,EU,RU,Outlaw,12550.60
1304,Sixthsense,Blood Elf,Rogue,Unbroken,Horde,Azralon,US,BR,Outlaw,12550.50
1305,Mozima,Blood Elf,Demon Hunter,vodkaz,Horde,Zul'jin,US,,Havoc,12550.10
1306,Prodiu,Blood Elf,Demon Hunter,Lakko,Horde,Defias Brotherhood,EU,,Havoc,12549.70
1307,ßruce,Human,Monk,Liquid Carnage,Alliance,Terokkar,EU,,Windwalker,12549.50
1308,Slavon,Night Elf,Rogue,Tuesday Night,Alliance,Ravencrest,EU,,Outlaw,12549.30
1309,Dorsoduró,Orc,Hunter,Sinister Fate,Horde,Blackhand,EU,DE,Beast Mastery,12548.50
1310,Dpsonroids,Troll,Warlock,Reawaken,Horde,Staghelm,US,,Affliction,12547.80
1311,Nobisleggos,Orc,Warlock,Eldritch,Horde,Kazzak,EU,,Affliction,12547.70
1312,Wéezy,Human,Rogue,Ønly Cry,Alliance,Dun Modr,EU,ES,Subtlety,12547.40
1313,Khazyr,Undead,Rogue,Suìcidal Memes,Horde,Twisting Nether,EU,,Subtlety,12547.40
1314,Nachodaddy,Night Elf,Demon Hunter,Nox Oriens,Alliance,Sargeras,US,,Havoc,12546.60
1315,Асассина,Blood Elf,Rogue,Моментум,Horde,Свежеватель Душ,EU,RU,Outlaw,12546.50
1316,Melanchöly,Blood Elf,Monk,Cobalt,Horde,Mal'Ganis,US,,Windwalker,12546.50
1317,Pidgeöt,Undead,Rogue,Out of Character,Horde,Argent Dawn,EU,,Subtlety,12546.40
1318,Куантэр,Blood Elf,Rogue,Амперсанд,Horde,Ревущий фьорд,EU,RU,Subtlety,12546.40
1319,Sinixb,Void Elf,Warlock,Vindicatum,Alliance,Icecrown,US,,Affliction,12546.30
1320,Азуно,Undead,Rogue,Легион Мурлоков,Horde,Свежеватель Душ,EU,RU,Outlaw,12546.10
1321,Viniette,Blood Elf,Demon Hunter,IT BE LIKE THAT,Horde,Stormreaver,US,,Havoc,12545.90
1322,Realtälk,Orc,Warlock,Pixel Frenzy,Horde,Bleeding Hollow,US,,Affliction,12545.90
1323,Littlefish,Dwarf,Hunter,Tormented,Alliance,Silvermoon,EU,,Survival,12545.70
1324,Skele,Undead,Rogue,Fear the Rabbit,Horde,Defias Brotherhood,EU,,Subtlety,12545.40
1325,Cuddling,Blood Elf,Rogue,No Pandas,Horde,Zul'jin,US,,Subtlety,12545.40
1326,Dixie,Blood Elf,Rogue,Games General,Horde,Stormreaver,EU,,Subtlety,12545.30
1327,Skîllance,Troll,Rogue,Hail Mary,Horde,Thrall,EU,DE,Outlaw,12545.20
1328,Ayukii,Blood Elf,Rogue,ßlackList,Horde,Hyjal,EU,FR,Outlaw,12545.10
1329,Sícarius,Night Elf,Rogue,Homeland,Alliance,Malfurion,US,,Subtlety,12544.90
1330,Smail,Undead,Rogue,Memento,Horde,Frostwhisper,EU,,Outlaw,12544.60
1331,Yunglanix,Blood Elf,Paladin,Gambit,Horde,Thrall,EU,DE,Retribution,12544.30
1332,Darkwomble,Undead,Hunter,Eldritch,Horde,Kazzak,EU,,Survival,12544.10
1333,Zll,Dwarf,Monk,Collective,Alliance,Ravencrest,EU,,Windwalker,12543.70
1334,Karmesin,Human,Rogue, ,Alliance,Sargeras,US,,Outlaw,12543.50
1335,Schnïtzel,Undead,Rogue,Gapehorner,Horde,Blackrock,EU,DE,Outlaw,12543.30
1336,Merke,Orc,Warrior,Distopia,Horde,Kazzak,EU,,Arms,12542.70
1337,Exorbit,Night Elf,Demon Hunter,Ambition,Alliance,Sargeras,US,,Havoc,12542.20
1338,Kriner,Human,Rogue,Eternal Kingdom,Alliance,Proudmoore,US,,Outlaw,12541.80
1339,Eetudh,Blood Elf,Demon Hunter,Slack,Horde,Stormreaver,EU,,Havoc,12541.60
1340,Deceptiontko,Blood Elf,Rogue,Angels of Cruxis,Horde,Mal'Ganis,US,,Outlaw,12541.50
1341,Nkaizero,Human,Rogue,Twenty Seven,Alliance,Ravencrest,EU,,Outlaw,12541.40
1342,Crimsonsnow,Blood Elf,Rogue,Village Idiot,Horde,Chamber of Aspects,EU,,Outlaw,12541.10
1343,Tachikawa,Undead,Rogue,Principium Novum,Horde,Blackhand,EU,DE,Subtlety,12540.80
1344,Acrobatic,Blood Elf,Monk,Slice of Paradise,Horde,Barthilas,OC,,Windwalker,12540.80
1345,Ragstab,Blood Elf,Rogue,eXample,Horde,Kazzak,EU,,Subtlety,12540.70
1346,Wayro,Troll,Rogue,Underrated,Horde,Tarren Mill,EU,,Subtlety,12540.20
1347,Honkimfisty,Blood Elf,Monk,Tilted By Design,Horde,Kil'Jaeden,US,,Windwalker,12540.10
1348,Roflrofl,Human,Monk,Slapchop,Alliance,Kul Tiras,US,,Windwalker,12540.10
1349,Tekon,Night Elf,Rogue,Raid Trap,Alliance,Kirin Tor,EU,FR,Subtlety,12539.80
1350,Zsaz,Blood Elf,Rogue,De Sædvanlige Mist..,Horde,Draenor,EU,,Subtlety,12539.80
1351,Loreleigg,Blood Elf,Rogue,Edging,Horde,Mal'Ganis,US,,Subtlety,12539.30
1352,Дейлита,Blood Elf,Rogue,Рассвет,Horde,Ясеневый лес,EU,RU,Subtlety,12539.10
1353,Epicericka,Undead,Rogue,Washed Up,Horde,Malorne,US,,Subtlety,12538.80
1354,Amojix,Draenei,Hunter,Solution,Alliance,Greymane,US,,Survival,12538.60
1355,Dadboi,Pandaren,Rogue,Mad House,Horde,Tichondrius,US,,Subtlety,12538.40
1356,Xsultana,Blood Elf,Rogue,ØutLåw,Horde,Ysondre,EU,FR,Subtlety,12538.20
1357,Wajco,Blood Elf,Rogue,Dedicated Casuals,Horde,Drak'thul,EU,,Outlaw,12538.20
1358,Yukarï,Night Elf,Rogue, ,Alliance,Aegwynn,EU,DE,Outlaw,12538.10
1359,Dinnergoat,Tauren,Monk,Denial of Service,Horde,Burning Blade,US,,Windwalker,12538.10
1360,Köka,Blood Elf,Rogue, ,Horde,Illidan,EU,FR,Outlaw,12538.10
1361,Peppadew,Void Elf,Rogue,Ascended,Alliance,Sargeras,US,,Subtlety,12537.80
1362,Dyzael,Blood Elf,Rogue,Shoot Again,Horde,Ysondre,EU,FR,Subtlety,12537.50
1363,Gyllenas,Human,Rogue,Inner Sanctum,Alliance,Silvermoon,EU,,Outlaw,12537.40
1364,Stiil,Undead,Rogue,M O I S T,Horde,Area 52,US,,Subtlety,12537.20
1365,Ayn,Blood Elf,Rogue,Instant Dollars,Horde,Mal'Ganis,US,,Outlaw,12537.10
1366,Zzq,Dwarf,Rogue,Style,Alliance,Sargeras,US,,Subtlety,12536.80
1367,Nylenai,Blood Elf,Demon Hunter,Heralds,Horde,Wyrmrest Accord,US,,Havoc,12536.10
1368,Nylerah,Void Elf,Rogue,Felsenfest,Alliance,Antonidas,EU,DE,Subtlety,12535.40
1369,Kururi,Human,Rogue,Optimythic,Alliance,Proudmoore,US,,Outlaw,12535.40
1370,Anemoia,Orc,Rogue,Severity,Horde,Barthilas,OC,,Outlaw,12535.40
1371,Grinex,Human,Rogue,is winning,Alliance,Kel'Thuzad,US,,Outlaw,12535.20
1372,Sevenjane,Blood Elf,Demon Hunter,Jaded,Horde,Mal'Ganis,US,,Havoc,12534.80
1373,Gaff,Goblin,Rogue,Lazarus,Horde,Draenor,EU,,Outlaw,12534.60
1374,Lexpatrona,Draenei,Warrior,Tiger Rebels,Alliance,Antonidas,EU,DE,Arms,12534.30
1375,Estus,Troll,Warlock,Spike Flail,Horde,Mal'Ganis,US,,Affliction,12534.30
1376,Allpbs,Orc,Hunter,Remake,Horde,Thrall,EU,DE,Survival,12534.30
1377,Elanqar,Orc,Hunter,Weekend Warriors,Horde,Draenor,EU,,Beast Mastery,12533.90
1378,Nilquinn,Blood Elf,Hunter,Rise Above,Horde,Azralon,US,BR,Survival,12533.70
1379,Marcmage,Void Elf,Mage,Shattered Fates,Alliance,Medivh,US,,Arcane,12533.70
1380,Juzustab,Blood Elf,Rogue,Familiar with Drama,Horde,Twisting Nether,EU,,Outlaw,12533.60
1380,Noskillcag,Human,Rogue,Sloth,Alliance,Dun Modr,EU,ES,Subtlety,12533.50
1382,Pitter,Dwarf,Rogue,Waifs and Strays,Alliance,Dun Morogh,EU,DE,Subtlety,12533.20
1383,Vexxie,Nightborne,Monk,capsized,Horde,Blackhand,EU,DE,Windwalker,12533.10
1384,Exekjuter,Human,Rogue,Civitas,Alliance,Ravencrest,EU,,Outlaw,12533.10
1385,Qnaii,Orc,Warrior,Minimum Effort,Horde,Draenor,EU,,Arms,12532.80
1386,Assasimimi,Blood Elf,Rogue,Adipositas Permagna,Horde,Eredar,EU,DE,Subtlety,12532.80
1387,Skapchi,Blood Elf,Monk,Cincinnati Zoo,Horde,Shattered Hand,EU,,Windwalker,12532.40
1388,Chuck,Undead,Rogue,Classic Stitch Up,Horde,Jubei'Thos,OC,,Outlaw,12532.20
1389,Goldenpepe,Undead,Monk, ,Horde,Mal'Ganis,US,,Windwalker,12531.60
1390,Radiofoot,Undead,Rogue,Muteki,Horde,Eonar,US,,Outlaw,12531.50
1391,Twtchtvwoopy,Blood Elf,Monk,The Dauntless,Horde,Mal'Ganis,US,,Windwalker,12531.50
1392,Shippyx,Troll,Rogue,Strike First,Horde,Barthilas,OC,,Outlaw,12531.20
1393,Oiram,Blood Elf,Rogue,Tonka,Horde,Laughing Skull,US,,Outlaw,12530.70
1394,Ishya,Blood Elf,Rogue,XpO,Horde,Tarren Mill,EU,,Subtlety,12530.40
1395,Isaltyfishl,Blood Elf,Rogue,Evergreen Rules,Horde,Frostwolf,US,,Outlaw,12530.10
1396,Cadryn,Night Elf,Demon Hunter,The Alternative,Alliance,Silvermoon,EU,,Havoc,12529.90
1397,Канабисс,Night Elf,Rogue, ,Alliance,Азурегос,EU,RU,Outlaw,12529.80
1398,Laenara,Blood Elf,Rogue,The Reckless,Horde,Twisting Nether,EU,,Outlaw,12529.50
1399,Féfex,Night Elf,Hunter,ELEMENTS,Alliance,Sylvanas,EU,,Survival,12528.70
1400,Saxero,Orc,Hunter,Lakko,Horde,Defias Brotherhood,EU,,Survival,12528.70
1401,Mutezz,Human,Rogue,Unified,Alliance,Sargeras,US,,Outlaw,12528.30
1402,Saberxd,Blood Elf,Rogue,Familiar with Drama,Horde,Twisting Nether,EU,,Subtlety,12528.30
1403,Pîneappled,Undead,Rogue,War Machine,Horde,Thrall,US,,Outlaw,12528.30
1401,Parla,Orc,Rogue,CyaThursday,Horde,Stormscale,EU,,Outlaw,12528.30
1405,Gj,Blood Elf,Demon Hunter,Sephtis,Horde,Thrall,US,,Havoc,12528.20
1406,Vhip,Blood Elf,Hunter,Fearless,Horde,Ragnaros,EU,,Survival,12527.40
1407,Tynariol,Blood Elf,Demon Hunter,Ex Elysium,Horde,Kult der Verdammten,EU,DE,Havoc,12526.80
1408,Kirvin,Night Elf,Rogue,Alinea,Alliance,Sargeras,US,,Subtlety,12526.80
1409,Shiina,Blood Elf,,Tilted,Horde,Laughing Skull,US,,Frost,12526.70
1410,Rapiers,Blood Elf,Rogue,Delusions,Horde,Kazzak,EU,,Outlaw,12526.50
1411,Tareesa,Void Elf,Rogue,ad arma,Alliance,Gilneas,EU,DE,Outlaw,12526.40
1412,Elnaelly,Void Elf,Monk,Leonis Rex,Alliance,Elune,EU,FR,Windwalker,12526.20
1413,Hophoplop,Night Elf,Demon Hunter,Beyond Harmless,Alliance,Sylvanas,EU,,Havoc,12525.90
1414,Kinbote,Blood Elf,Rogue,Concordance,Horde,Thrall,US,,Outlaw,12525.70
1415,Coldlee,Blood Elf,Rogue,YIKES,Horde,Area 52,US,,Subtlety,12525.40
1416,Fignutz,Undead,Rogue,Fat Pandas,Horde,Tichondrius,US,,Outlaw,12525.40
1417,Eldrethas,Night Elf,Hunter,The Blackcloaks,Alliance,Moon Guard,US,,Survival,12525.20
1418,Ashná,Blood Elf,Monk,NoM,Horde,Twisting Nether,EU,,Windwalker,12524.70
1419,Lechenaultia,Troll,Warlock,Capital Vices,Horde,Eredar,US,,Affliction,12524.70
1420,Hahaxd,Blood Elf,Monk,Fam,Horde,Twilight's Hammer,EU,,Windwalker,12523.90
1421,Klowdrogue,Human,Rogue,STK,Alliance,Lightbringer,US,,Outlaw,12523.70
1422,Seriousbob,Void Elf,Rogue,Ingardia,Alliance,Blackmoore,EU,DE,Outlaw,12523.60
1423,Догрейн,Orc,Warlock,Экспириенс,Horde,Свежеватель Душ,EU,RU,Affliction,12523.60
1424,Tonikor,Nightborne,Rogue,Fat Mess,Horde,Tarren Mill,EU,,Subtlety,12523.60
1425,Destrodh,Blood Elf,Demon Hunter,Dry Cat Food,Horde,Drak'thul,EU,,Havoc,12523.40
