Rank,Name,Race,Class,Guild,Faction,Realm,Region,Zone,Spec,SimDPS
856,Vonnix,Undead,Rogue,Borderline Amazing,Horde,Zul'jin,US,,Subtlety,12684.60
857,Мургл,Night Elf,Demon Hunter,Всё сложно,Alliance,Гордунни,EU,RU,Havoc,12683.70
858,Hethica,Night Elf,Rogue,Reigns,Alliance,Dalaran,EU,FR,Subtlety,12682.30
859,Размечтался,Pandaren,Rogue,Октагон,Horde,Свежеватель Душ,EU,RU,Subtlety,12681.80
860,Jorun,Orc,Hunter, ,Horde,Blackrock,EU,DE,Survival,12681.50
861,Redkulaid,Void Elf,Rogue,Infallible,Alliance,Whisperwind,US,,Outlaw,12681.30
862,Ванишшка,Gnome,Rogue,СПАРТА,Alliance,Вечная Песня,EU,RU,Subtlety,12681.10
863,Limerìa,Blood Elf,Rogue, ,Horde,Emerald Dream,US,,Outlaw,12681.10
864,Xenofire,Troll,Warlock,Mainframe,Horde,Tarren Mill,EU,,Affliction,12680.80
865,Néfarius,Blood Elf,Rogue,Ascendance,Horde,Thrall,EU,DE,Outlaw,12680.70
866,Kaine,Orc,Monk,Why no love,Horde,Twilight's Hammer,EU,,Windwalker,12680.40
867,Noggerine,Human,Rogue,PWNY Express,Alliance,Kel'Thuzad,EU,DE,Subtlety,12680.30
868,Zaelya,Night Elf,Monk,Rewind,Alliance,Sargeras,US,,Windwalker,12680.30
869,Alphalaws,Blood Elf,Rogue,Deliverance,Horde,Stormreaver,EU,,Subtlety,12679.80
870,Илема,Blood Elf,Rogue,Синергетика,Horde,Ревущий фьорд,EU,RU,Subtlety,12679.70
871,Viancri,Blood Elf,Rogue,Tilted,Horde,Laughing Skull,US,,Subtlety,12679.60
872,Katanja,Blood Elf,Rogue,Pepino de guild,Horde,Zul'jin,EU,ES,Outlaw,12679.40
873,Tesz,Blood Elf,Rogue,New Leap,Horde,Ysondre,EU,FR,Subtlety,12679.20
874,Xangara,Troll,Rogue,Hive,Horde,Hyjal,US,,Subtlety,12678.80
875,Grimmicerate,Orc,Rogue,globa,Horde,Thrall,EU,DE,Outlaw,12678.70
876,Vectamxd,Void Elf,Monk,Stormwind Fried Ch..,Alliance,Ravencrest,EU,,Windwalker,12678.30
877,Excisio,Human,Rogue,Foundation,Alliance,Magtheridon,EU,,Subtlety,12677.80
878,Shmudo,Orc,Hunter,Victus,Horde,Kazzak,EU,,Survival,12677.10
879,Spatulahands,Orc,Rogue,Strawberry Puppy K..,Horde,Area 52,US,,Subtlety,12676.40
880,Shagrouna,Blood Elf,Rogue,Nerfed,Horde,Ragnaros,EU,,Subtlety,12675.90
881,Fâithless,Blood Elf,Rogue,Vivid,Horde,Tarren Mill,EU,,Subtlety,12675.90
882,Issh,Blood Elf,Rogue,Deposit Coin,Horde,Stormscale,EU,,Outlaw,12675.20
883,Irosqt,Undead,Rogue,Embody,Horde,Drak'thul,EU,,Outlaw,12674.80
884,Ivaxia,Troll,Mage,Feel BeLoved,Horde,Blackmoore,EU,DE,Arcane,12674.80
885,Nalabra,Blood Elf,Rogue,The Unnamed,Horde,Blackrock,EU,DE,Subtlety,12674.20
886,Szolia,Blood Elf,Rogue,Chicken Kiss,Horde,Ysondre,EU,FR,Outlaw,12674.10
887,Vertful,Blood Elf,Rogue,Renascentia,Horde,Ragnaros,EU,,Subtlety,12673.80
888,Juicymilkdud,Troll,Rogue,Meme Regime,Horde,Mal'Ganis,US,,Subtlety,12673.70
889,Svienter,Blood Elf,Rogue,Megalomania,Horde,Stormscale,EU,,Subtlety,12673.50
890,Deages,Blood Elf,Rogue,Onineko,Horde,Barthilas,OC,,Outlaw,12672.40
891,Sneakdum,Void Elf,Rogue,Whatever,Alliance,Auchindoun,EU,,Subtlety,12672.40
892,Lexine,Human,Rogue,K o K,Alliance,Drak'thul,EU,,Subtlety,12671.50
893,Seíko,Blood Elf,Rogue,Antisocial Elitists,Horde,Draenor,EU,,Outlaw,12671.30
894,Gorestalker,Orc,Hunter,Dedicated Casuals,Horde,Eredar,EU,DE,Survival,12671.30
895,Furystab,Goblin,Rogue,Discord,Horde,Archimonde,US,,Outlaw,12671.10
896,Craithez,Undead,Rogue,Smoke and Madness,Horde,Die Aldor,EU,DE,Subtlety,12670.90
897,Xirîska,Undead,Rogue,Bad Luck,Horde,Burning Blade,EU,,Outlaw,12670.70
898,Velorian,Blood Elf,Rogue,Stress Test,Horde,Twisting Nether,EU,,Outlaw,12670.50
899,Fulgstab,Human,Rogue,Static,Alliance,Stormrage,US,,Outlaw,12670.40
900,Illusionaire,Blood Elf,Rogue,Conviction,Horde,Dath'Remar,OC,,Outlaw,12670.20
901,Boirä,Goblin,Rogue,Forsaken Dreams,Horde,Uldum,EU,ES,Outlaw,12669.80
902,Izyro,Blood Elf,Demon Hunter,Nothing Personal,Horde,Burning Legion,EU,,Havoc,12669.60
903,Sneakybum,Blood Elf,Rogue,Deliverance,Horde,Stormreaver,EU,,Subtlety,12669.30
904,Aphrine,Blood Elf,Rogue,Déjà pris,Horde,Ysondre,EU,FR,Subtlety,12668.80
905,Yelloww,Blood Elf,Rogue,Struggle,Horde,Nemesis,EU,,Outlaw,12667.50
906,Semo,Undead,Rogue,Cronopios,Horde,Die Todeskrallen,EU,DE,Outlaw,12666.80
907,Darkjesta,Night Elf,Rogue,slumber party,Alliance,Stormrage,US,,Outlaw,12666.50
908,Drexxi,Blood Elf,Monk,untitled spreadsheet,Horde,Eredar,EU,DE,Windwalker,12666.30
909,Tigerbløød,Night Elf,Rogue,Sanity,Alliance,Moon Guard,US,,Subtlety,12666.30
910,Manpickles,Blood Elf,Rogue,Kronos,Horde,Garrosh,US,,Outlaw,12666.20
911,Bonezy,Blood Elf,Rogue,Walkthrough,Horde,Kazzak,EU,,Subtlety,12665.70
912,Holidåys,Void Elf,Rogue,Ambivalence,Alliance,Arygos,US,,Outlaw,12665.60
913,Punikl,Gnome,Rogue,I Merciless I,Alliance,Antonidas,EU,DE,Subtlety,12665.30
914,Xaho,Pandaren,Monk,The Drunkers,Horde,Burning Legion,EU,,Windwalker,12665.20
915,Milksupply,Tauren,Monk, ,Horde,Drak'thul,EU,,Windwalker,12665.10
916,Keytto,Blood Elf,Demon Hunter,Tsu,Horde,Tichondrius,US,,Havoc,12664.80
917,Shehyn,Human,Rogue, ,Alliance,Dun Morogh,EU,DE,Subtlety,12664.70
918,Zathlicated,Human,Rogue,No MAAM,Alliance,Khaz'goroth,OC,,Outlaw,12664.70
919,Ôliv,Nightborne,Rogue,Fat Ducks,Horde,Hyjal,EU,FR,Outlaw,12664.40
920,Trendi,Orc,Rogue,Hive,Horde,Hyjal,US,,Outlaw,12663.10
921,Karatoxx,Night Elf,Rogue,Schwingen des Phoe..,Alliance,Zirkel des Cenarius,EU,DE,Subtlety,12662.80
922,Highonrazor,Blood Elf,Rogue,Blutrache Kalimdors,Horde,Dethecus,EU,DE,Outlaw,12662.20
923,Happyneal,Dwarf,Monk,plain,Alliance,Magtheridon,EU,,Windwalker,12662.10
924,Hp,Undead,Rogue, ,Horde,Nagrand,EU,,Outlaw,12661.20
925,Plouffe,Blood Elf,Rogue,No Bully,Horde,Stormreaver,US,,Subtlety,12660.80
926,Crixza,Orc,Rogue,Attrition,Horde,Zul'jin,US,,Subtlety,12660.50
927,Sneakyminaj,Blood Elf,Rogue,Slack N Die,Horde,Hyjal,EU,FR,Outlaw,12660.30
928,Paralized,Orc,Rogue,Pho,Horde,Zul'jin,US,,Outlaw,12659.70
929,Avenyou,Gnome,Rogue,Just Monika,Alliance,Antonidas,EU,DE,Outlaw,12659.60
930,Phenaxa,Orc,Rogue,Convention,Horde,Onyxia,EU,DE,Outlaw,12659.10
931,Soruna,Orc,Monk,Supremacy,Horde,Thrall,EU,DE,Windwalker,12658.90
932,Mushpuff,Blood Elf,Rogue,Fam,Horde,Agamaggan,EU,,Subtlety,12658.20
933,Anyx,Undead,Rogue,No Lag Reflex,Horde,Blackrock,US,,Subtlety,12657.90
934,Burpees,Orc,Rogue,Drainlife,Horde,Arthas,US,,Outlaw,12657.60
935,Jofist,Blood Elf,Monk,Infamy,Horde,Azralon,US,BR,Windwalker,12657.30
936,Arlow,Blood Elf,Rogue,Disorderly,Horde,Zul'jin,US,,Outlaw,12656.80
937,Ralaith,Blood Elf,Rogue,Come Out and Play,Horde,Blackrock,EU,DE,Outlaw,12656.70
938,Haîtô,Undead,Rogue,Honor,Horde,Blackrock,EU,DE,Outlaw,12656.50
939,Eleeas,Troll,Hunter,Instinct,Horde,Stormscale,EU,,Survival,12655.90
940,Kunoi,Human,Rogue, ,Alliance,Whisperwind,US,,Subtlety,12655.80
941,Linkbotxd,Troll,Shaman,Error Code,Horde,Burning Legion,EU,,Enhancement,12654.60
942,Therogue,Undead,Rogue,Redline,Horde,Thrall,US,,Outlaw,12654.40
943,Gahz,Orc,Monk,Justice for Karakaa,Horde,Kazzak,EU,,Windwalker,12654.40
944,Róxen,Blood Elf,Rogue, ,Horde,Stormscale,EU,,Subtlety,12654.20
945,Saerionstab,Blood Elf,Rogue,VMTL,Horde,Twisting Nether,EU,,Subtlety,12654.20
946,Иниссел,Blood Elf,Rogue,Октагон,Horde,Свежеватель Душ,EU,RU,Subtlety,12653.80
947,Troag,Human,Rogue,Iris,Alliance,Emerald Dream,US,,Outlaw,12652.80
948,Novacle,Blood Elf,Rogue,eXsto,Horde,Tarren Mill,EU,,Outlaw,12652.50
949,Teeswìft,Troll,Mage,Elusive,Horde,Zul'jin,US,,Arcane,12652.40
950,Ragewing,Blood Elf,Rogue,Redhands,Horde,Anub'arak,EU,DE,Subtlety,12652.30
951,Тсаледара,Human,Rogue, ,Alliance,Черный Шрам,EU,RU,Subtlety,12652.10
952,Pq,Troll,Warlock,Sweetness,Horde,Daggerspine,EU,,Affliction,12651.70
953,Daryn,Orc,Rogue,Panta Rheî,Horde,Drak'thul,EU,,Subtlety,12651.20
954,Егорпрожим,Human,Paladin, ,Alliance,Гордунни,EU,RU,Retribution,12650.70
955,Hasufer,Troll,Mage,Superbia,Horde,Kazzak,EU,,Arcane,12650.40
956,Voxxy,Blood Elf,Paladin,Capital Vices,Horde,Eredar,US,,Retribution,12649.80
957,Angríst,Dwarf,Rogue,Nexus,Alliance,Uldaman,US,,Outlaw,12649.70
958,Onfirê,Human,Warlock,Broken Promise,Alliance,Stormrage,US,,Affliction,12648.70
959,Viizx,Blood Elf,Rogue,Safety Dance,Horde,Argent Dawn,EU,,Subtlety,12648.70
960,Tenso,Blood Elf,Monk,Fat Pandas,Horde,Tichondrius,US,,Windwalker,12648.50
961,Веейрус,Troll,Hunter, ,Horde,Свежеватель Душ,EU,RU,Survival,12647.80
962,Hipz,Goblin,Rogue,Massacre Scene,Horde,Turalyon,US,,Outlaw,12647.30
963,Bammz,Draenei,Monk,Ingenium,Alliance,Frostmourne,OC,,Windwalker,12646.90
964,Affect,Blood Elf,Demon Hunter,untitled spreadsheet,Horde,Eredar,EU,DE,Havoc,12646.40
965,Slermz,Night Elf,Demon Hunter,Stay Down,Alliance,Sargeras,US,,Havoc,12646.30
966,Våly,Human,Rogue,Loot moi si tu peux,Alliance,Hyjal,EU,FR,Outlaw,12646.20
967,Оркоголик,Orc,Rogue,Вертолёт позади избы,Horde,Ревущий фьорд,EU,RU,Subtlety,12646.10
968,Тхорта,Human,Hunter,Инфинитум,Alliance,Гордунни,EU,RU,Survival,12645.50
969,Rileth,Orc,Rogue,ex Deo,Horde,Tarren Mill,EU,,Subtlety,12645.30
970,Demokalsari,Blood Elf,Demon Hunter,Rajatila,Horde,Bladefist,EU,,Havoc,12645.20
971,Felstav,Blood Elf,Rogue,SNYGGA POJKAR,Horde,Twisting Nether,EU,,Outlaw,12644.70
972,Plockzy,Blood Elf,Rogue,Sequence,Horde,Kazzak,EU,,Subtlety,12644.40
973,Sapdatazz,Blood Elf,Rogue,Awake,Horde,Eredar,EU,DE,Subtlety,12644.30
974,Suboftheday,Undead,Rogue,Wheelchair Hijackers,Horde,Stormscale,EU,,Outlaw,12644.20
975,Pitohui,Blood Elf,Rogue,Apocolyptic,Horde,Zul'jin,US,,Outlaw,12643.80
976,Mcshankss,Blood Elf,Rogue,Wildcard Gaming,Horde,Mal'Ganis,US,,Subtlety,12643.70
977,Diesèl,Undead,Rogue,The Lemmings,Horde,Frostwolf,EU,DE,Outlaw,12643.50
978,Sprint,Orc,Rogue,Salt,Horde,Firetree,US,,Outlaw,12643.30
979,Péxyy,Blood Elf,Rogue,The Sanctuary,Horde,Ysondre,EU,FR,Subtlety,12642.80
980,Itsrand,Blood Elf,Rogue,Left Shark,Horde,Azgalor,US,,Subtlety,12642.70
981,Dreken,Pandaren,Monk,Robe and Wizard Hat,Alliance,Aggramar,US,,Windwalker,12642.40
982,Elbuutz,Blood Elf,Demon Hunter,Convention,Horde,Mug'thol,EU,DE,Havoc,12642.10
983,Dvk,Human,,Erèbe,Alliance,Elune,EU,FR,Frost,12641.60
984,Hélísnoppter,Blood Elf,Rogue,Skeppet och Tunnan,Horde,Argent Dawn,EU,,Outlaw,12640.90
985,Artofshadow,Troll,Warlock,Minions,Horde,Twisting Nether,EU,,Affliction,12640.70
986,Flawless,Blood Elf,Rogue,Synergy,Horde,Bleeding Hollow,US,,Outlaw,12640.30
987,Lockdream,Troll,Warlock,Humble,Horde,Crushridge,US,,Affliction,12639.90
988,Syft,Blood Elf,Rogue,Coalition,Horde,Thrall,US,,Outlaw,12639.80
989,Brownieslol,Blood Elf,Rogue,Blackwater,Horde,Tichondrius,US,,Subtlety,12639.40
990,Nessana,Void Elf,Rogue,Organized Confusion,Alliance,Norgannon,EU,DE,Subtlety,12637.90
991,Dewall,Blood Elf,Monk,sure why not,Horde,Ragnaros,EU,,Windwalker,12637.60
992,Alpacattacka,Gnome,Mage,Indestructible,Alliance,Kel'Thuzad,US,,Arcane,12637.40
993,Zerdve,Blood Elf,Rogue,Epic Wipe,Horde,Ragnaros,US,,Subtlety,12636.90
994,Kibosenpai,Pandaren,Monk,The Legions of Hell,Horde,Skullcrusher,US,,Windwalker,12636.50
995,Faal,Nightborne,Mage,Crew,Horde,Tarren Mill,EU,,Arcane,12636.20
996,Yggdrassill,Orc,Rogue,Seraphim,Horde,Stormscale,EU,,Subtlety,12636.20
997,Кнф,Undead,Rogue,Минимум Необходимого,Horde,Ревущий фьорд,EU,RU,Outlaw,12635.90
998,Sneakymal,Orc,Rogue,ANARCHY NINETY NINE,Horde,Stormreaver,US,,Outlaw,12635.30
999,Velah,Human,Rogue,Ice Cream Truck,Alliance,Frostmourne,OC,,Subtlety,12635.30
1000,Rossdh,Blood Elf,Demon Hunter,Hoax,Horde,Kazzak,EU,,Havoc,12634.50
1001,Дйргс,Orc,Rogue,Спектр,Horde,Ревущий фьорд,EU,RU,Outlaw,12634.40
1002,Gamori,Blood Elf,Rogue,Cinder Works,Horde,Kil'Jaeden,US,,Outlaw,12634.30
1003,Cawt,Void Elf,Rogue,Polar,Alliance,Silvermoon,EU,,Subtlety,12633.20
1004,Niralath,Dwarf,Rogue,Stratagem,Alliance,Moon Guard,US,,Outlaw,12632.90
1005,Cree,Troll,Warlock,Unic,Horde,Gorgonnash,EU,DE,Affliction,12632.80
1006,Старыидруг,Void Elf,Rogue,Легион проклятых,Alliance,Гордунни,EU,RU,Outlaw,12632.40
1007,Comps,Nightborne,Hunter,Pirates,Horde,Mal'Ganis,US,,Survival,12632.20
1008,Zayk,Blood Elf,Rogue,Eye Of Odin,Horde,Al'Akir,EU,,Outlaw,12632.10
1009,Zeraia,Night Elf,Demon Hunter,No Hard Feelings,Alliance,Silvermoon,EU,,Havoc,12631.90
1010,Deleteferal,Undead,Rogue,No Bads Allowed,Horde,Tichondrius,US,,Outlaw,12631.40
1011,Sukay,Worgen,Rogue,Reunion,Alliance,Frostmane,EU,,Subtlety,12631.40
1012,Prodiyo,Blood Elf,Rogue,Lakko,Horde,Defias Brotherhood,EU,,Subtlety,12631.20
1013,Jonquy,Orc,Hunter, ,Horde,Ysondre,EU,FR,Survival,12630.80
1014,Scruff,Blood Elf,Rogue,Spike Flail,Horde,Mal'Ganis,US,,Subtlety,12630.70
1015,Weisiaø,Undead,Rogue,On your Mind,Horde,Ysondre,EU,FR,Subtlety,12630.70
1016,Tego,Blood Elf,Rogue,Ring Åklagarn,Horde,Ragnaros,EU,,Subtlety,12630.70
1017,Kestle,Human,Rogue,Pact,Alliance,Moon Guard,US,,Subtlety,12630.40
1018,ßøøstéd,Blood Elf,Rogue,Primal,Horde,Kazzak,EU,,Subtlety,12630.30
1019,Cogis,Undead,Rogue,L Art de la Guerre,Horde,Sargeras,EU,FR,Subtlety,12630.20
1020,Cleavergreen,Human,Rogue, ,Alliance,Frostmourne,OC,,Outlaw,12629.90
1021,Asthare,Blood Elf,Monk,Nothing Personal,Horde,Burning Legion,EU,,Windwalker,12629.70
1022,Hollowz,Orc,Rogue,Hoot,Horde,Zul'jin,US,,Subtlety,12629.70
1023,Wurstpiekser,Blood Elf,Rogue,Audiophil,Horde,Frostwolf,EU,DE,Subtlety,12628.80
1024,Rise,Blood Elf,Rogue,Crew,Horde,Tarren Mill,EU,,Subtlety,12628.70
1025,Trucis,Undead,Rogue,Positive Reinforce..,Horde,Mal'Ganis,US,,Outlaw,12628.60
1026,Éreboh,Void Elf,Warlock,All Might,Alliance,Dun Modr,EU,ES,Affliction,12627.60
1027,Akiden,Blood Elf,Rogue,Diagnosis Murloc,Horde,Twisting Nether,EU,,Outlaw,12627.40
1028,Velondis,Human,Paladin, ,Alliance,Sargeras,US,,Retribution,12627.40
1029,Mawbz,Blood Elf,Rogue,Do You Even Raid Bro,Horde,Kazzak,EU,,Outlaw,12627.40
1030,Pandemíc,Undead,Rogue,Untold Prophecy,Horde,Zul'jin,US,,Subtlety,12627.40
1031,Zerotherogue,Blood Elf,Rogue,Toast,Horde,Area 52,US,,Outlaw,12626.40
1032,Mcdäg,Blood Elf,Rogue,The Burning Seagull,Horde,Ragnaros,US,,Outlaw,12625.90
1033,Lib,Orc,Monk,Duress,Horde,Illidan,US,,Windwalker,12625.70
1034,Auriginal,Orc,Rogue,Beware of Yeti,Horde,Draenor,EU,,Subtlety,12624.20
1035,Groggz,Blood Elf,Rogue,Ecology,Horde,Kazzak,EU,,Subtlety,12624.10
1036,Navysilan,Troll,Warlock,Renascentia,Horde,Ragnaros,EU,,Affliction,12623.80
1037,Pixystix,Night Elf,Rogue,League of Friends,Alliance,Sargeras,US,,Outlaw,12623.40
1038,Bladepro,Blood Elf,Demon Hunter,The Unique,Horde,Draenor,EU,,Havoc,12623.40
1039,Vísara,Orc,Rogue,Broken Mind,Horde,Azshara,EU,DE,Subtlety,12623.30
1040,Nawtyrogue,Blood Elf,Rogue,Toast,Horde,Area 52,US,,Subtlety,12622.90
1041,Yrelith,Blood Elf,Rogue,Denied Completion,Horde,Twisting Nether,EU,,Outlaw,12622.90
1042,Xanddoria,Void Elf,Rogue,Engineering Madness,Alliance,Drenden,US,,Subtlety,12622.70
1043,Nifg,Troll,Warlock,Send Help,Horde,Frostwhisper,EU,,Affliction,12622.60
1044,Skogx,Blood Elf,Rogue,Security,Horde,Tarren Mill,EU,,Outlaw,12622.50
1045,Zargor,Human,Paladin,Loot FTW,Alliance,Ravencrest,EU,,Retribution,12622.30
1046,Aggress,Blood Elf,Rogue,Enigma,Horde,Mal'Ganis,US,,Subtlety,12621.90
1047,Modï,Gnome,Hunter,Axioma,Alliance,Dun Modr,EU,ES,Survival,12621.70
1048,Бинатон,Undead,Rogue,Селфлесс,Horde,Страж смерти,EU,RU,Subtlety,12621.60
1049,Gorebreed,Orc,Hunter, ,Horde,Eredar,EU,DE,Survival,12621.30
1050,Stencalainen,Night Elf,Rogue,Right Version,Alliance,Frostmane,EU,,Subtlety,12621.20
1051,Эльзтур,Night Elf,Demon Hunter,Шэдоумун,Alliance,Гордунни,EU,RU,Havoc,12620.80
1052,Kelior,Human,Rogue,Miracle,Alliance,Dun Modr,EU,ES,Outlaw,12620.70
1053,Auspexz,Blood Elf,Rogue,Wildcard Gaming,Horde,Mal'Ganis,US,,Outlaw,12620.50
1054,Bebè,Night Elf,Hunter,So Toxic,Alliance,Dun Modr,EU,ES,Survival,12620.40
1055,Conräd,Blood Elf,Rogue,Exødus,Horde,Thrall,US,,Subtlety,12620.40
1056,Hugostiglitz,Undead,Monk,Easy,Horde,Twisting Nether,EU,,Windwalker,12619.80
1057,Deepwood,Blood Elf,Demon Hunter,Medvind,Horde,Shattered Hand,EU,,Havoc,12619.10
1058,Cluded,Human,Rogue,Dock On,Alliance,Frostmourne,OC,,Subtlety,12618.90
1059,Abresh,Orc,Rogue,GanzMieseSchlägert..,Horde,Alleria,EU,DE,Outlaw,12618.60
1060,Shotime,Human,Rogue,Ingenium,Alliance,Frostmourne,OC,,Outlaw,12618.20
1061,Kunoii,Human,Rogue,Eternal Kingdom,Alliance,Proudmoore,US,,Subtlety,12617.60
1062,Varleen,Human,Rogue,Praetorian Guards,Alliance,Sargeras,US,,Subtlety,12617.20
1063,Slîpîngjimmy,Blood Elf,Rogue,Dominant Peons,Horde,Thrall,EU,DE,Outlaw,12616.60
1064,Miller,Orc,Rogue,B A G,Horde,Azgalor,US,,Outlaw,12616.50
1065,Rekz,Night Elf,Rogue,Nvictus,Alliance,Tyrande,EU,ES,Subtlety,12615.60
1066,Dinõ,Undead,Rogue,Purified,Horde,Draenor,EU,,Outlaw,12615.60
1067,Moncra,Blood Elf,Monk,Tem Plak,Horde,Kazzak,EU,,Windwalker,12614.60
1068,Mêssy,Blood Elf,Rogue,Untitled Sequel,Horde,Area 52,US,,Outlaw,12614.50
1069,Koso,Blood Elf,Demon Hunter,Lethal,Horde,Thunderhorn,US,,Havoc,12613.90
1070,Kuglepen,Human,Rogue,Ecrain,Alliance,Antonidas,EU,DE,Outlaw,12613.30
1071,Legobox,Blood Elf,Rogue,Fusion,Horde,Barthilas,OC,,Outlaw,12613.10
1072,Eubert,Gnome,Rogue,The Shadowstalkers,Alliance,Argent Dawn,EU,,Outlaw,12612.70
1073,Jhenny,Human,Rogue,Yikes,Alliance,Wyrmrest Accord,US,,Subtlety,12612.60
1074,Avasarogue,Blood Elf,Rogue,Full Throttle,Horde,Ragnaros,EU,,Subtlety,12612.40
1075,Zuubbz,Tauren,Monk,Työmaa,Horde,Stormreaver,EU,,Windwalker,12611.90
1076,Tomx,Orc,Monk,Three Hops This Time,Horde,Stormreaver,US,,Windwalker,12611.70
1077,Azelhart,Nightborne,Rogue,Suspects,Horde,Illidan,US,,Outlaw,12611.50
1078,Rovan,Night Elf,Rogue,Engineering Madness,Alliance,Drenden,US,,Subtlety,12611.30
1079,Tékki,Night Elf,Rogue,Die Gummibärenbande,Alliance,Blackmoore,EU,DE,Subtlety,12611.10
1080,Danwo,Orc,Hunter,Distopia,Horde,Kazzak,EU,,Beast Mastery,12610.70
1081,Deshidas,Night Elf,Monk,Infallible,Alliance,Whisperwind,US,,Windwalker,12610.50
1082,Truie,Undead,Rogue,The Amazing Zoo,Horde,La Croisade écarlate,EU,FR,Outlaw,12610.30
1083,Phíx,Human,Rogue,So Others May Live,Alliance,Sargeras,US,,Outlaw,12609.90
1084,Kvote,Human,Rogue,TitanForged,Alliance,Sen'jin,EU,DE,Subtlety,12609.70
1085,Unixia,Blood Elf,Demon Hunter,Unlucky,Horde,Illidan,US,,Havoc,12609.30
1086,Muridi,Dwarf,Monk,Convergence,Alliance,Khaz'goroth,OC,,Windwalker,12609.20
1087,Pyx,Blood Elf,Rogue,nonsense,Horde,Dentarg,EU,,Subtlety,12609.20
1088,Feytan,Undead,Rogue,Intresseklubben,Horde,Twisting Nether,EU,,Outlaw,12609.20
1089,Ragefâctor,Orc,Rogue,Vex Thal,Horde,Stormscale,EU,,Subtlety,12609.10
1090,Fulëro,Night Elf,Rogue,Clangaceiros,Alliance,Nemesis,US,BR,Subtlety,12608.90
1091,Sneakydemon,Blood Elf,Demon Hunter,Dishonoured,Horde,Tarren Mill,EU,,Havoc,12608.60
1092,Krezra,Orc,Rogue, ,Horde,Hellscream,EU,,Outlaw,12607.80
1093,Káyl,Blood Elf,Rogue,Reverse Polarity,Horde,Kazzak,EU,,Subtlety,12607.30
1094,Chîckk,Blood Elf,Rogue,Greed,Horde,Hyjal,EU,FR,Subtlety,12606.80
1095,Tiudh,Night Elf,Demon Hunter,Our Nemesis,Alliance,Nemesis,US,BR,Havoc,12606.60
1096,Jellytaco,Blood Elf,Rogue,First Iteration,Horde,Bleeding Hollow,US,,Subtlety,12606.30
1097,Dkzrogue,Human,Rogue,Honest,Alliance,Lightbringer,EU,,Subtlety,12606.20
1098,Suohrspaze,Blood Elf,Monk,NollTvåTre,Horde,Tarren Mill,EU,,Windwalker,12606.10
1099,Nesticles,Blood Elf,Rogue,Shroud,Horde,Illidan,US,,Subtlety,12605.60
1100,Kältar,Blood Elf,Rogue,Fangs of Fenris,Horde,Blackmoore,EU,DE,Outlaw,12604.90
1101,Auxzr,Undead,Rogue,TheoryCraft,Horde,Tichondrius,US,,Outlaw,12604.10
1102,Vispp,Blood Elf,Rogue,Swiss Prime Gaming,Horde,Norgannon,EU,DE,Subtlety,12603.90
1103,Halfaleg,Dwarf,Rogue,Indestructible,Alliance,Kel'Thuzad,US,,Outlaw,12603.50
1104,Dellefin,Night Elf,Demon Hunter,Allies im Wunderland,Alliance,Tirion,EU,DE,Havoc,12603.50
1105,Alexura,Blood Elf,Demon Hunter,Tsu,Horde,Tichondrius,US,,Havoc,12603.20
1106,Valexia,Blood Elf,Rogue, ,Horde,Caelestrasz,OC,,Outlaw,12602.70
1107,Лорка,Void Elf,Rogue,РусЛегион,Alliance,Гордунни,EU,RU,Outlaw,12601.60
1108,Sneakin,Void Elf,Rogue,Divinity,Alliance,Kel'Thuzad,US,,Subtlety,12601.60
1109,Exolibur,Blood Elf,Rogue,The Vision,Horde,Burning Legion,EU,,Outlaw,12601.50
1110,Thizirriette,Human,Rogue, ,Alliance,Kael'Thas,EU,FR,Outlaw,12601.40
1111,Смайкии,Void Elf,Monk,Фан Мод,Alliance,Гордунни,EU,RU,Windwalker,12601.20
1112,Goulete,Orc,Warlock,Greed,Horde,Hyjal,EU,FR,Affliction,12601.20
1113,Agza,Orc,Rogue, ,Horde,Zul'jin,US,,Subtlety,12601.20
1114,Kapzz,Night Elf,Demon Hunter,Beverly Skillz,Alliance,Ravencrest,EU,,Havoc,12600.80
1115,Joelâbanane,Troll,Monk,Imperîum,Horde,Hyjal,EU,FR,Windwalker,12600.70
1116,Etupdang,Orc,Monk,NO CHANGES,Horde,Mal'Ganis,US,,Windwalker,12600.30
1117,Azzika,Blood Elf,Rogue,Chaos Reborn,Horde,Mal'Ganis,US,,Outlaw,12600.20
1118,Burningcutz,Blood Elf,Rogue,Bound,Horde,Zul'jin,US,,Outlaw,12600.10
1119,Phanikk,Night Elf,Rogue,Niflheim,Alliance,Auchindoun,EU,,Outlaw,12599.90
1120,Tiberous,Blood Elf,Rogue,Dont Die,Horde,Zul'jin,US,,Subtlety,12599.80
1121,Октавка,Blood Elf,Demon Hunter,Дыхание Огня,Horde,Свежеватель Душ,EU,RU,Havoc,12599.30
1122,Eldragø,Orc,Warlock,Night Souls,Horde,Archimonde,EU,FR,Affliction,12599.20
1123,Yelena,Blood Elf,Rogue,Half Credit,Horde,Area 52,US,,Outlaw,12599.20
1124,Wísen,Undead,Rogue,SOD,Horde,Kazzak,EU,,Subtlety,12599.10
1125,Arkilion,Blood Elf,Paladin,Purged,Horde,Aggra,EU,,Retribution,12598.90
1126,Vakuu,Blood Elf,Paladin,Error Code,Horde,Burning Legion,EU,,Retribution,12598.60
